TIME,GEO,WST_OPER,UNIT,Value
2004,Sweden,Waste generated,Thousand tonnes,"4,134"
2004,Sweden,Waste treatment,Thousand tonnes,"4,134"
2004,Sweden,Recycling - material,Thousand tonnes,"1,385"
2004,United Kingdom,Waste generated,Thousand tonnes,"36,121"
2004,United Kingdom,Waste treatment,Thousand tonnes,"36,090"
2004,United Kingdom,Recycling - material,Thousand tonnes,"5,657"
2004,Iceland,Waste generated,Thousand tonnes,147
2004,Iceland,Waste treatment,Thousand tonnes,144
2004,Iceland,Recycling - material,Thousand tonnes,23
2004,Norway,Waste generated,Thousand tonnes,"1,903"
2004,Norway,Waste treatment,Thousand tonnes,"1,902"
2004,Norway,Recycling - material,Thousand tonnes,475
2004,Switzerland,Waste generated,Thousand tonnes,"4,900"
2004,Switzerland,Waste treatment,Thousand tonnes,"4,899"
2004,Switzerland,Recycling - material,Thousand tonnes,"1,640"
2004,Turkey,Waste generated,Thousand tonnes,"29,736"
2004,Turkey,Waste treatment,Thousand tonnes,"25,015"
2005,European Union - 28 countries,Waste generated,Thousand tonnes,"255,380"
2005,European Union - 28 countries,Waste treatment,Thousand tonnes,"239,077"
2005,European Union - 28 countries,Recycling - material,Thousand tonnes,"52,167"
2005,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"253,931"
2005,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"237,990"
2005,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"52,167"
2005,Belgium,Waste generated,Thousand tonnes,"5,052"
2005,Belgium,Waste treatment,Thousand tonnes,"5,187"
2005,Belgium,Recycling - material,Thousand tonnes,"1,547"
2005,Bulgaria,Waste generated,Thousand tonnes,"4,502"
2005,Bulgaria,Waste treatment,Thousand tonnes,"3,967"
2005,Bulgaria,Recycling - material,Thousand tonnes,822
2005,Czechia,Waste generated,Thousand tonnes,"2,954"
2005,Czechia,Waste treatment,Thousand tonnes,"2,495"
2005,Czechia,Recycling - material,Thousand tonnes,166
2005,Denmark,Waste generated,Thousand tonnes,"3,990"
2005,Denmark,Waste treatment,Thousand tonnes,"3,990"
2005,Denmark,Recycling - material,Thousand tonnes,977
2005,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"46,555"
2005,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"46,555"
2005,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"20,734"
2005,Estonia,Waste generated,Thousand tonnes,587
2005,Estonia,Waste treatment,Thousand tonnes,502
2005,Estonia,Recycling - material,Thousand tonnes,121
2005,Ireland,Waste generated,Thousand tonnes,"3,041"
2005,Ireland,Waste treatment,Thousand tonnes,"2,779"
2005,Ireland,Recycling - material,Thousand tonnes,898
2005,Greece,Waste generated,Thousand tonnes,"4,853"
2005,Greece,Waste treatment,Thousand tonnes,"4,867"
2005,Greece,Recycling - material,Thousand tonnes,543
2005,Spain,Waste generated,Thousand tonnes,"25,683"
2005,Spain,Waste treatment,Thousand tonnes,"22,554"
2005,Spain,Recycling - material,Thousand tonnes,"3,685"
2005,France,Waste generated,Thousand tonnes,"33,347"
2005,France,Waste treatment,Thousand tonnes,"33,347"
2005,France,Recycling - material,Thousand tonnes,"5,533"
2005,Croatia,Waste generated,Thousand tonnes,"1,449"
2005,Italy,Waste generated,Thousand tonnes,"31,668"
2005,Italy,Waste treatment,Thousand tonnes,"26,810"
2005,Italy,Recycling - material,Thousand tonnes,"3,683"
2005,Cyprus,Waste generated,Thousand tonnes,508
2005,Cyprus,Waste treatment,Thousand tonnes,508
2005,Cyprus,Recycling - material,Thousand tonnes,19
2005,Latvia,Waste generated,Thousand tonnes,716
2005,Latvia,Waste treatment,Thousand tonnes,596
2005,Latvia,Recycling - material,Thousand tonnes,26
2005,Lithuania,Waste generated,Thousand tonnes,"1,287"
2005,Lithuania,Waste treatment,Thousand tonnes,"1,198"
2005,Lithuania,Recycling - material,Thousand tonnes,14
2005,Luxembourg,Waste generated,Thousand tonnes,313
2005,Luxembourg,Waste treatment,Thousand tonnes,313
2005,Luxembourg,Recycling - material,Thousand tonnes,80
2005,Hungary,Waste generated,Thousand tonnes,"4,646"
2005,Hungary,Waste treatment,Thousand tonnes,"4,606"
2005,Hungary,Recycling - material,Thousand tonnes,403
2005,Malta,Waste generated,Thousand tonnes,252
2005,Malta,Waste treatment,Thousand tonnes,252
2005,Malta,Recycling - material,Thousand tonnes,4
2005,Netherlands,Waste generated,Thousand tonnes,"9,769"
2005,Netherlands,Waste treatment,Thousand tonnes,"8,034"
2005,Netherlands,Recycling - material,Thousand tonnes,"2,142"
2005,Austria,Waste generated,Thousand tonnes,"4,732"
2005,Austria,Waste treatment,Thousand tonnes,"4,601"
2005,Austria,Recycling - material,Thousand tonnes,"1,180"
2005,Poland,Waste generated,Thousand tonnes,"12,169"
2005,Poland,Waste treatment,Thousand tonnes,"9,352"
2005,Poland,Recycling - material,Thousand tonnes,367
2005,Portugal,Waste generated,Thousand tonnes,"4,745"
2005,Portugal,Waste treatment,Thousand tonnes,"4,745"
2005,Portugal,Recycling - material,Thousand tonnes,406
2005,Romania,Waste generated,Thousand tonnes,"8,173"
2005,Romania,Waste treatment,Thousand tonnes,"6,558"
2005,Romania,Recycling - material,Thousand tonnes,145
2005,Slovenia,Waste generated,Thousand tonnes,989
2005,Slovenia,Waste treatment,Thousand tonnes,844
2005,Slovenia,Recycling - material,Thousand tonnes,169
2005,Slovakia,Waste generated,Thousand tonnes,"1,468"
2005,Slovakia,Waste treatment,Thousand tonnes,"1,381"
2005,Slovakia,Recycling - material,Thousand tonnes,14
2005,Finland,Waste generated,Thousand tonnes,"2,506"
2005,Finland,Waste treatment,Thousand tonnes,"2,547"
2005,Finland,Recycling - material,Thousand tonnes,652
2005,Sweden,Waste generated,Thousand tonnes,"4,306"
2005,Sweden,Waste treatment,Thousand tonnes,"4,306"
2005,Sweden,Recycling - material,Thousand tonnes,"1,474"
2005,United Kingdom,Waste generated,Thousand tonnes,"35,121"
2005,United Kingdom,Waste treatment,Thousand tonnes,"35,097"
2005,United Kingdom,Recycling - material,Thousand tonnes,"6,362"
2005,Iceland,Waste generated,Thousand tonnes,153
2005,Iceland,Waste treatment,Thousand tonnes,121
2005,Norway,Waste generated,Thousand tonnes,"1,968"
2005,Norway,Waste treatment,Thousand tonnes,"1,968"
2005,Norway,Recycling - material,Thousand tonnes,519
2005,Switzerland,Waste generated,Thousand tonnes,"4,940"
2005,Switzerland,Waste treatment,Thousand tonnes,"4,940"
2005,Switzerland,Recycling - material,Thousand tonnes,"1,730"
2005,Turkey,Waste generated,Thousand tonnes,"31,352"
2005,Turkey,Waste treatment,Thousand tonnes,"26,617"
2006,European Union - 28 countries,Waste generated,Thousand tonnes,"259,375"
2006,European Union - 28 countries,Waste treatment,Thousand tonnes,"245,852"
2006,European Union - 28 countries,Recycling - material,Thousand tonnes,"54,459"
2006,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"257,721"
2006,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"244,631"
2006,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"54,459"
2006,Belgium,Waste generated,Thousand tonnes,"5,115"
2006,Belgium,Waste treatment,Thousand tonnes,"4,990"
2006,Belgium,Recycling - material,Thousand tonnes,"1,601"
2006,Bulgaria,Waste generated,Thousand tonnes,"4,387"
2006,Bulgaria,Waste treatment,Thousand tonnes,"3,590"
2006,Bulgaria,Recycling - material,Thousand tonnes,839
2006,Czechia,Waste generated,Thousand tonnes,"3,039"
2006,Czechia,Waste treatment,Thousand tonnes,"2,659"
2006,Czechia,Recycling - material,Thousand tonnes,201
2006,Denmark,Waste generated,Thousand tonnes,"4,021"
2006,Denmark,Waste treatment,Thousand tonnes,"4,021"
2006,Denmark,Recycling - material,Thousand tonnes,977
2006,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"46,426"
2006,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"46,426"
2006,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"21,195"
2006,Estonia,Waste generated,Thousand tonnes,536
2006,Estonia,Waste treatment,Thousand tonnes,467
2006,Estonia,Recycling - material,Thousand tonnes,70
2006,Ireland,Waste generated,Thousand tonnes,"3,385"
2006,Ireland,Waste treatment,Thousand tonnes,"3,100"
2006,Ireland,Recycling - material,Thousand tonnes,"1,064"
2006,Greece,Waste generated,Thousand tonnes,"4,927"
2006,Greece,Waste treatment,Thousand tonnes,"4,927"
2006,Greece,Recycling - material,Thousand tonnes,551
2006,Spain,Waste generated,Thousand tonnes,"26,209"
2006,Spain,Waste treatment,Thousand tonnes,"26,209"
2006,Spain,Recycling - material,Thousand tonnes,"3,646"
2006,France,Waste generated,Thousand tonnes,"33,962"
2006,France,Waste treatment,Thousand tonnes,"33,962"
2006,France,Recycling - material,Thousand tonnes,"5,806"
2006,Croatia,Waste generated,Thousand tonnes,"1,654"
2006,Croatia,Waste treatment,Thousand tonnes,"1,221"
2006,Italy,Waste generated,Thousand tonnes,"32,516"
2006,Italy,Waste treatment,Thousand tonnes,"27,829"
2006,Italy,Recycling - material,Thousand tonnes,"3,813"
2006,Cyprus,Waste generated,Thousand tonnes,521
2006,Cyprus,Waste treatment,Thousand tonnes,521
2006,Cyprus,Recycling - material,Thousand tonnes,22
2006,Latvia,Waste generated,Thousand tonnes,760
2006,Latvia,Waste treatment,Thousand tonnes,709
2006,Latvia,Recycling - material,Thousand tonnes,29
2006,Lithuania,Waste generated,Thousand tonnes,"1,326"
2006,Lithuania,Waste treatment,Thousand tonnes,"1,237"
2006,Lithuania,Recycling - material,Thousand tonnes,14
2006,Luxembourg,Waste generated,Thousand tonnes,323
2006,Luxembourg,Waste treatment,Thousand tonnes,323
2006,Luxembourg,Recycling - material,Thousand tonnes,84
2006,Hungary,Waste generated,Thousand tonnes,"4,711"
2006,Hungary,Waste treatment,Thousand tonnes,"4,671"
2006,Hungary,Recycling - material,Thousand tonnes,432
2006,Malta,Waste generated,Thousand tonnes,253
2006,Malta,Waste treatment,Thousand tonnes,253
2006,Malta,Recycling - material,Thousand tonnes,6
2006,Netherlands,Waste generated,Thousand tonnes,"9,761"
2006,Netherlands,Waste treatment,Thousand tonnes,"8,049"
2006,Netherlands,Recycling - material,Thousand tonnes,"2,247"
2006,Austria,Waste generated,Thousand tonnes,"4,933"
2006,Austria,Waste treatment,Thousand tonnes,"4,834"
2006,Austria,Recycling - material,Thousand tonnes,"1,259"
2006,Poland,Waste generated,Thousand tonnes,"12,235"
2006,Poland,Waste treatment,Thousand tonnes,"9,877"
2006,Poland,Recycling - material,Thousand tonnes,487
2006,Portugal,Waste generated,Thousand tonnes,"4,898"
2006,Portugal,Waste treatment,Thousand tonnes,"4,898"
2006,Portugal,Recycling - material,Thousand tonnes,475
2006,Romania,Waste generated,Thousand tonnes,"8,392"
2006,Romania,Waste treatment,Thousand tonnes,"6,335"
2006,Romania,Recycling - material,Thousand tonnes,41
2006,Slovenia,Waste generated,Thousand tonnes,"1,036"
2006,Slovenia,Waste treatment,Thousand tonnes,886
2006,Slovenia,Recycling - material,Thousand tonnes,145
2006,Slovakia,Waste generated,Thousand tonnes,"1,524"
2006,Slovakia,Waste treatment,Thousand tonnes,"1,441"
2006,Slovakia,Recycling - material,Thousand tonnes,14
2006,Finland,Waste generated,Thousand tonnes,"2,600"
2006,Finland,Waste treatment,Thousand tonnes,"2,600"
2006,Finland,Recycling - material,Thousand tonnes,677
2006,Sweden,Waste generated,Thousand tonnes,"4,447"
2006,Sweden,Waste treatment,Thousand tonnes,"4,447"
2006,Sweden,Recycling - material,Thousand tonnes,"1,658"
2006,United Kingdom,Waste generated,Thousand tonnes,"35,479"
2006,United Kingdom,Waste treatment,Thousand tonnes,"35,370"
2006,United Kingdom,Recycling - material,Thousand tonnes,"7,107"
2006,Iceland,Waste generated,Thousand tonnes,171
2006,Iceland,Waste treatment,Thousand tonnes,130
2006,Norway,Waste generated,Thousand tonnes,"2,140"
2006,Norway,Waste treatment,Thousand tonnes,"2,139"
2006,Norway,Recycling - material,Thousand tonnes,574
2006,Switzerland,Waste generated,Thousand tonnes,"5,330"
2006,Switzerland,Waste treatment,Thousand tonnes,"5,330"
2006,Switzerland,Recycling - material,Thousand tonnes,"1,785"
2006,Serbia,Waste generated,Thousand tonnes,"1,730"
2006,Serbia,Waste treatment,Thousand tonnes,"1,040"
2006,Turkey,Waste generated,Thousand tonnes,"30,082"
2006,Turkey,Waste treatment,Thousand tonnes,"25,281"
2007,European Union - 28 countries,Waste generated,Thousand tonnes,"261,377"
2007,European Union - 28 countries,Waste treatment,Thousand tonnes,"250,640"
2007,European Union - 28 countries,Recycling - material,Thousand tonnes,"59,635"
2007,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"259,658"
2007,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"248,936"
2007,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"59,595"
2007,Belgium,Waste generated,Thousand tonnes,"5,243"
2007,Belgium,Waste treatment,Thousand tonnes,"5,454"
2007,Belgium,Recycling - material,Thousand tonnes,"1,741"
2007,Bulgaria,Waste generated,Thousand tonnes,"4,172"
2007,Bulgaria,Waste treatment,Thousand tonnes,"3,837"
2007,Bulgaria,Recycling - material,Thousand tonnes,858
2007,Czechia,Waste generated,Thousand tonnes,"3,025"
2007,Czechia,Waste treatment,Thousand tonnes,"2,817"
2007,Czechia,Recycling - material,Thousand tonnes,276
2007,Denmark,Waste generated,Thousand tonnes,"4,313"
2007,Denmark,Waste treatment,Thousand tonnes,"4,313"
2007,Denmark,Recycling - material,Thousand tonnes,"1,149"
2007,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"47,887"
2007,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"47,887"
2007,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"22,555"
2007,Estonia,Waste generated,Thousand tonnes,602
2007,Estonia,Waste treatment,Thousand tonnes,531
2007,Estonia,Recycling - material,Thousand tonnes,122
2007,Ireland,Waste generated,Thousand tonnes,"3,398"
2007,Ireland,Waste treatment,Thousand tonnes,"3,175"
2007,Ireland,Recycling - material,Thousand tonnes,"1,081"
2007,Greece,Waste generated,Thousand tonnes,"5,002"
2007,Greece,Waste treatment,Thousand tonnes,"5,002"
2007,Greece,Recycling - material,Thousand tonnes,905
2007,Spain,Waste generated,Thousand tonnes,"26,154"
2007,Spain,Waste treatment,Thousand tonnes,"26,154"
2007,Spain,Recycling - material,Thousand tonnes,"3,496"
2007,France,Waste generated,Thousand tonnes,"34,577"
2007,France,Waste treatment,Thousand tonnes,"34,577"
2007,France,Recycling - material,Thousand tonnes,"6,079"
2007,Croatia,Waste generated,Thousand tonnes,"1,719"
2007,Croatia,Waste treatment,Thousand tonnes,"1,704"
2007,Croatia,Recycling - material,Thousand tonnes,39
2007,Italy,Waste generated,Thousand tonnes,"32,536"
2007,Italy,Waste treatment,Thousand tonnes,"29,076"
2007,Italy,Recycling - material,Thousand tonnes,"5,536"
2007,Cyprus,Waste generated,Thousand tonnes,540
2007,Cyprus,Waste treatment,Thousand tonnes,540
2007,Cyprus,Recycling - material,Thousand tonnes,28
2007,Latvia,Waste generated,Thousand tonnes,861
2007,Latvia,Waste treatment,Thousand tonnes,782
2007,Latvia,Recycling - material,Thousand tonnes,38
2007,Lithuania,Waste generated,Thousand tonnes,"1,354"
2007,Lithuania,Waste treatment,Thousand tonnes,"1,347"
2007,Lithuania,Recycling - material,Thousand tonnes,80
2007,Luxembourg,Waste generated,Thousand tonnes,333
2007,Luxembourg,Waste treatment,Thousand tonnes,333
2007,Luxembourg,Recycling - material,Thousand tonnes,86
2007,Hungary,Waste generated,Thousand tonnes,"4,594"
2007,Hungary,Waste treatment,Thousand tonnes,"4,365"
2007,Hungary,Recycling - material,Thousand tonnes,490
2007,Malta,Waste generated,Thousand tonnes,266
2007,Malta,Waste treatment,Thousand tonnes,266
2007,Malta,Recycling - material,Thousand tonnes,5
2007,Netherlands,Waste generated,Thousand tonnes,"9,922"
2007,Netherlands,Waste treatment,Thousand tonnes,"8,255"
2007,Netherlands,Recycling - material,Thousand tonnes,"2,388"
2007,Austria,Waste generated,Thousand tonnes,"4,951"
2007,Austria,Waste treatment,Thousand tonnes,"4,859"
2007,Austria,Recycling - material,Thousand tonnes,"1,318"
2007,Poland,Waste generated,Thousand tonnes,"12,264"
2007,Poland,Waste treatment,Thousand tonnes,"10,082"
2007,Poland,Recycling - material,Thousand tonnes,580
2007,Portugal,Waste generated,Thousand tonnes,"4,967"
2007,Portugal,Waste treatment,Thousand tonnes,"4,967"
2007,Portugal,Recycling - material,Thousand tonnes,528
2007,Romania,Waste generated,Thousand tonnes,"8,161"
2007,Romania,Waste treatment,Thousand tonnes,"6,159"
2007,Romania,Recycling - material,Thousand tonnes,34
2007,Slovenia,Waste generated,Thousand tonnes,"1,060"
2007,Slovenia,Waste treatment,Thousand tonnes,920
2007,Slovenia,Recycling - material,Thousand tonnes,217
2007,Slovakia,Waste generated,Thousand tonnes,"1,579"
2007,Slovakia,Waste treatment,Thousand tonnes,"1,494"
2007,Slovakia,Recycling - material,Thousand tonnes,39
2007,Finland,Waste generated,Thousand tonnes,"2,675"
2007,Finland,Waste treatment,Thousand tonnes,"2,675"
2007,Finland,Recycling - material,Thousand tonnes,695
2007,Sweden,Waste generated,Thousand tonnes,"4,442"
2007,Sweden,Waste treatment,Thousand tonnes,"4,442"
2007,Sweden,Recycling - material,Thousand tonnes,"1,591"
2007,United Kingdom,Waste generated,Thousand tonnes,"34,780"
2007,United Kingdom,Waste treatment,Thousand tonnes,"34,626"
2007,United Kingdom,Recycling - material,Thousand tonnes,"7,680"
2007,Iceland,Waste generated,Thousand tonnes,174
2007,Iceland,Waste treatment,Thousand tonnes,134
2007,Norway,Waste generated,Thousand tonnes,"2,312"
2007,Norway,Waste treatment,Thousand tonnes,"2,284"
2007,Norway,Recycling - material,Thousand tonnes,642
2007,Switzerland,Waste generated,Thousand tonnes,"5,465"
2007,Switzerland,Waste treatment,Thousand tonnes,"5,465"
2007,Switzerland,Recycling - material,Thousand tonnes,"1,855"
2007,Serbia,Waste generated,Thousand tonnes,"2,067"
2007,Serbia,Waste treatment,Thousand tonnes,"1,241"
2007,Turkey,Waste generated,Thousand tonnes,"30,366"
2007,Turkey,Waste treatment,Thousand tonnes,"25,818"
2008,European Union - 28 countries,Waste generated,Thousand tonnes,"260,861"
2008,European Union - 28 countries,Waste treatment,Thousand tonnes,"250,764"
2008,European Union - 28 countries,Recycling - material,Thousand tonnes,"60,536"
2008,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"259,072"
2008,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"248,984"
2008,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"60,502"
2008,Belgium,Waste generated,Thousand tonnes,"5,119"
2008,Belgium,Waste treatment,Thousand tonnes,"4,936"
2008,Belgium,Recycling - material,Thousand tonnes,"1,664"
2008,Bulgaria,Waste generated,Thousand tonnes,"4,486"
2008,Bulgaria,Waste treatment,Thousand tonnes,"4,229"
2008,Bulgaria,Recycling - material,Thousand tonnes,871
2008,Czechia,Waste generated,Thousand tonnes,"3,176"
2008,Czechia,Waste treatment,Thousand tonnes,"2,757"
2008,Czechia,Recycling - material,Thousand tonnes,280
2008,Denmark,Waste generated,Thousand tonnes,"4,560"
2008,Denmark,Waste treatment,Thousand tonnes,"4,560"
2008,Denmark,Recycling - material,Thousand tonnes,"1,559"
2008,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"48,367"
2008,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"48,367"
2008,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"22,752"
2008,Estonia,Waste generated,Thousand tonnes,524
2008,Estonia,Waste treatment,Thousand tonnes,440
2008,Estonia,Recycling - material,Thousand tonnes,78
2008,Ireland,Waste generated,Thousand tonnes,"3,224"
2008,Ireland,Waste treatment,Thousand tonnes,"3,104"
2008,Ireland,Recycling - material,Thousand tonnes,977
2008,Greece,Waste generated,Thousand tonnes,"5,077"
2008,Greece,Waste treatment,Thousand tonnes,"5,078"
2008,Greece,Recycling - material,Thousand tonnes,797
2008,Spain,Waste generated,Thousand tonnes,"25,317"
2008,Spain,Waste treatment,Thousand tonnes,"25,317"
2008,Spain,Recycling - material,Thousand tonnes,"3,898"
2008,France,Waste generated,Thousand tonnes,"34,501"
2008,France,Waste treatment,Thousand tonnes,"34,501"
2008,France,Recycling - material,Thousand tonnes,"6,385"
2008,Croatia,Waste generated,Thousand tonnes,"1,788"
2008,Croatia,Waste treatment,Thousand tonnes,"1,780"
2008,Croatia,Recycling - material,Thousand tonnes,35
2008,Italy,Waste generated,Thousand tonnes,"32,461"
2008,Italy,Waste treatment,Thousand tonnes,"28,178"
2008,Italy,Recycling - material,Thousand tonnes,"4,631"
2008,Cyprus,Waste generated,Thousand tonnes,573
2008,Cyprus,Waste treatment,Thousand tonnes,573
2008,Cyprus,Recycling - material,Thousand tonnes,42
2008,Latvia,Waste generated,Thousand tonnes,752
2008,Latvia,Waste treatment,Thousand tonnes,756
2008,Latvia,Recycling - material,Thousand tonnes,43
2008,Lithuania,Waste generated,Thousand tonnes,"1,369"
2008,Lithuania,Waste treatment,Thousand tonnes,"1,353"
2008,Lithuania,Recycling - material,Thousand tonnes,101
2008,Luxembourg,Waste generated,Thousand tonnes,341
2008,Luxembourg,Waste treatment,Thousand tonnes,341
2008,Luxembourg,Recycling - material,Thousand tonnes,89
2008,Hungary,Waste generated,Thousand tonnes,"4,553"
2008,Hungary,Waste treatment,Thousand tonnes,"4,426"
2008,Hungary,Recycling - material,Thousand tonnes,607
2008,Malta,Waste generated,Thousand tonnes,276
2008,Malta,Waste treatment,Thousand tonnes,276
2008,Malta,Recycling - material,Thousand tonnes,10
2008,Netherlands,Waste generated,Thousand tonnes,"9,868"
2008,Netherlands,Waste treatment,Thousand tonnes,"9,870"
2008,Netherlands,Recycling - material,Thousand tonnes,"2,450"
2008,Austria,Waste generated,Thousand tonnes,"4,997"
2008,Austria,Waste treatment,Thousand tonnes,"4,889"
2008,Austria,Recycling - material,Thousand tonnes,"1,476"
2008,Poland,Waste generated,Thousand tonnes,"12,194"
2008,Poland,Waste treatment,Thousand tonnes,"10,037"
2008,Poland,Recycling - material,Thousand tonnes,895
2008,Portugal,Waste generated,Thousand tonnes,"5,472"
2008,Portugal,Waste treatment,Thousand tonnes,"5,472"
2008,Portugal,Recycling - material,Thousand tonnes,567
2008,Romania,Waste generated,Thousand tonnes,"8,439"
2008,Romania,Waste treatment,Thousand tonnes,"6,561"
2008,Romania,Recycling - material,Thousand tonnes,72
2008,Slovenia,Waste generated,Thousand tonnes,"1,095"
2008,Slovenia,Waste treatment,Thousand tonnes,905
2008,Slovenia,Recycling - material,Thousand tonnes,190
2008,Slovakia,Waste generated,Thousand tonnes,"1,686"
2008,Slovakia,Waste treatment,Thousand tonnes,"1,557"
2008,Slovakia,Recycling - material,Thousand tonnes,60
2008,Finland,Waste generated,Thousand tonnes,"2,768"
2008,Finland,Waste treatment,Thousand tonnes,"2,832"
2008,Finland,Recycling - material,Thousand tonnes,715
2008,Sweden,Waste generated,Thousand tonnes,"4,455"
2008,Sweden,Waste treatment,Thousand tonnes,"4,455"
2008,Sweden,Recycling - material,Thousand tonnes,"1,520"
2008,United Kingdom,Waste generated,Thousand tonnes,"33,424"
2008,United Kingdom,Waste treatment,Thousand tonnes,"33,215"
2008,United Kingdom,Recycling - material,Thousand tonnes,"7,775"
2008,Iceland,Waste generated,Thousand tonnes,208
2008,Iceland,Waste treatment,Thousand tonnes,208
2008,Iceland,Recycling - material,Thousand tonnes,36
2008,Norway,Waste generated,Thousand tonnes,"2,324"
2008,Norway,Waste treatment,Thousand tonnes,"2,300"
2008,Norway,Recycling - material,Thousand tonnes,670
2008,Switzerland,Waste generated,Thousand tonnes,"5,653"
2008,Switzerland,Waste treatment,Thousand tonnes,"5,653"
2008,Switzerland,Recycling - material,Thousand tonnes,"1,893"
2008,North Macedonia,Waste generated,Thousand tonnes,714
2008,North Macedonia,Waste treatment,Thousand tonnes,531
2008,Serbia,Waste generated,Thousand tonnes,"2,550"
2008,Serbia,Waste treatment,Thousand tonnes,"1,520"
2008,Turkey,Waste generated,Thousand tonnes,"28,454"
2008,Turkey,Waste treatment,Thousand tonnes,"24,074"
2008,Bosnia and Herzegovina,Waste generated,Thousand tonnes,"1,367"
2008,Bosnia and Herzegovina,Waste treatment,Thousand tonnes,"1,220"
2009,European Union - 28 countries,Waste generated,Thousand tonnes,"256,995"
2009,European Union - 28 countries,Waste treatment,Thousand tonnes,"249,504"
2009,European Union - 28 countries,Recycling - material,Thousand tonnes,"62,172"
2009,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"255,252"
2009,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"247,773"
2009,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"62,144"
2009,Belgium,Waste generated,Thousand tonnes,"5,021"
2009,Belgium,Waste treatment,Thousand tonnes,"4,826"
2009,Belgium,Recycling - material,Thousand tonnes,"1,697"
2009,Bulgaria,Waste generated,Thousand tonnes,"4,449"
2009,Bulgaria,Waste treatment,Thousand tonnes,"4,309"
2009,Bulgaria,Recycling - material,Thousand tonnes,887
2009,Czechia,Waste generated,Thousand tonnes,"3,310"
2009,Czechia,Waste treatment,Thousand tonnes,"2,894"
2009,Czechia,Recycling - material,Thousand tonnes,353
2009,Denmark,Waste generated,Thousand tonnes,"4,206"
2009,Denmark,Waste treatment,Thousand tonnes,"4,206"
2009,Denmark,Recycling - material,Thousand tonnes,"1,310"
2009,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"48,466"
2009,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"48,466"
2009,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"22,204"
2009,Estonia,Waste generated,Thousand tonnes,452
2009,Estonia,Waste treatment,Thousand tonnes,383
2009,Estonia,Recycling - material,Thousand tonnes,52
2009,Ireland,Waste generated,Thousand tonnes,"2,953"
2009,Ireland,Waste treatment,Thousand tonnes,"2,825"
2009,Ireland,Recycling - material,Thousand tonnes,902
2009,Greece,Waste generated,Thousand tonnes,"5,154"
2009,Greece,Waste treatment,Thousand tonnes,"5,154"
2009,Greece,Recycling - material,Thousand tonnes,936
2009,Spain,Waste generated,Thousand tonnes,"25,108"
2009,Spain,Waste treatment,Thousand tonnes,"25,108"
2009,Spain,Recycling - material,Thousand tonnes,"3,811"
2009,France,Waste generated,Thousand tonnes,"34,426"
2009,France,Waste treatment,Thousand tonnes,"34,426"
2009,France,Recycling - material,Thousand tonnes,"6,688"
2009,Croatia,Waste generated,Thousand tonnes,"1,743"
2009,Croatia,Waste treatment,Thousand tonnes,"1,732"
2009,Croatia,Recycling - material,Thousand tonnes,28
2009,Italy,Waste generated,Thousand tonnes,"32,107"
2009,Italy,Waste treatment,Thousand tonnes,"29,840"
2009,Italy,Recycling - material,Thousand tonnes,"6,042"
2009,Cyprus,Waste generated,Thousand tonnes,589
2009,Cyprus,Waste treatment,Thousand tonnes,589
2009,Cyprus,Recycling - material,Thousand tonnes,49
2009,Latvia,Waste generated,Thousand tonnes,753
2009,Latvia,Waste treatment,Thousand tonnes,753
2009,Latvia,Recycling - material,Thousand tonnes,56
2009,Lithuania,Waste generated,Thousand tonnes,"1,206"
2009,Lithuania,Waste treatment,Thousand tonnes,"1,196"
2009,Lithuania,Recycling - material,Thousand tonnes,87
